director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,col_merge
Isaiah Smallman,Johnny Ray Gill,Kate Cobb,Vicky Jeudy,Comedy,rollers,Johnny Ray Gill Kate Cobb Vicky Jeudy Isaiah Smallman Comedy
Matt Thompson,Channing Tatum,Jason Mantzoukas,Olivia Munn,Animation Action Comedy,america: the motion picture,Channing Tatum Jason Mantzoukas Olivia Munn Matt Thompson Animation Action Comedy
Janicza Bravo,Taylour Paige,Riley Keough,Nicholas Braun,Comedy Crime,zola,Taylour Paige Riley Keough Nicholas Braun Janicza Bravo Comedy Crime
Steven Soderbergh,Don Cheadle,Benicio del Toro,David Harbour,Crime Thriller,no sudden move,Don Cheadle Benicio del Toro David Harbour Steven Soderbergh Crime Thriller
Chris McKay,Chris Pratt,Yvonne Strahovski,J. K. Simmons,Action Science Fiction Adventure,the tomorrow war,Chris Pratt Yvonne Strahovski J. K. Simmons Chris McKay Action Science Fiction Adventure
Tom McGrath,Alec Baldwin,James Marsden,Amy Sedaris,Animation Comedy Adventure Family,the boss baby: family business,Alec Baldwin James Marsden Amy Sedaris Tom McGrath Animation Comedy Adventure Family
Everardo Gout,Ana de la Reguera,Tenoch Huerta,Josh Lucas,Horror Action Thriller,the forever purge,Ana de la Reguera Tenoch Huerta Josh Lucas Everardo Gout Horror Action Thriller
Leigh Janiak,Kiana Madeira,Olivia Scott Welch,Benjamin Flores Jr.,Horror Mystery,fear street part one: 1994,Kiana Madeira Olivia Scott Welch Benjamin Flores Jr. Leigh Janiak Horror Mystery
Questlove,Stevie Wonder,Nina Simone,Sly and the Family Stone,Music Documentary History,summer of soul,Stevie Wonder Nina Simone Sly and the Family Stone Questlove Music Documentary History
S.K. Dale,Megan Fox,Eoin Macken,Callan Mulvey,Horror Thriller,till death,Megan Fox Eoin Macken Callan Mulvey S.K. Dale Horror Thriller
Craig Moss,Mackenzie Moss,Sadie Stanley,Mackenzie Ziegler,Science Fiction Thriller Horror,let us in,Mackenzie Moss Sadie Stanley Mackenzie Ziegler Craig Moss Science Fiction Thriller Horror
Cate Shortland,Scarlett Johansson,Florence Pugh,David Harbour,Action Adventure Science Fiction,black widow,Scarlett Johansson Florence Pugh David Harbour Cate Shortland Action Adventure Science Fiction
Leigh Janiak,Sadie Sink,Emily Rudd,Ryan Simpkins,Horror Mystery,fear street part two: 1978,Sadie Sink Emily Rudd Ryan Simpkins Leigh Janiak Horror Mystery
pez Estrada,Tyris Winter,Marquesha Babers,Maia Mayor,Drama Romance,summertime,Tyris Winter Marquesha Babers Maia Mayor pez Estrada Drama Romance
Navot Papushado,Karen Gillan,Lena Headey,Carla Gugino,Action Crime Thriller,gunpowder milkshake,Karen Gillan Lena Headey Carla Gugino Navot Papushado Action Crime Thriller
Malcolm D. Lee,LeBron James,Don Cheadle,Khris Davis,Family Animation Comedy Science Fiction,space jam: a new legacy,LeBron James Don Cheadle Khris Davis Malcolm D. Lee Family Animation Comedy Science Fiction
Adam Robitel,Taylor Russell,Logan Miller,Indya Moore,Horror Thriller Mystery,escape room: tournament of champions,Taylor Russell Logan Miller Indya Moore Adam Robitel Horror Thriller Mystery
Leigh Janiak,Kiana Madeira,Ashley Zukerman,Gillian Jacobs,Mystery Horror,fear street part three: 1666,Kiana Madeira Ashley Zukerman Gillian Jacobs Leigh Janiak Mystery Horror
Colin Schiffli,Alexandra Daddario,Diego Boneta,Justin Chatwin,Action Comedy Romance,die in a gunfight,Alexandra Daddario Diego Boneta Justin Chatwin Colin Schiffli Action Comedy Romance
Michael Sarnoski,Nicolas Cage,Alex Wolff,Adam Arkin,Drama Thriller,pig,Nicolas Cage Alex Wolff Adam Arkin Michael Sarnoski Drama Thriller
Mike Burns,Bruce Willis,Jaime King,Lala Kent,Action Thriller Crime,out of death,Bruce Willis Jaime King Lala Kent Mike Burns Action Thriller Crime
Morgan Neville,Anthony Bourdain,unknown,unknown,Documentary,roadrunner: a film about anthony bourdain,Anthony Bourdain unknown unknown Morgan Neville Documentary
Zoe Lister-Jones,Zoe Lister-Jones,Cailee Spaeny,Olivia Wilde,Science Fiction Thriller Mystery Action Adventure,how it ends,Zoe Lister-Jones Cailee Spaeny Olivia Wilde Zoe Lister-Jones Science Fiction Thriller Mystery Action Adventure
Francisco Ruiz Velasco,Emile Hirsch,Lexi Medrano,Charlie Saxton,Animation Fantasy Family Action Adventure,trollhunters: rise of the titans,Emile Hirsch Lexi Medrano Charlie Saxton Francisco Ruiz Velasco Animation Fantasy Family Action Adventure
Robert Schwentke,Henry Golding,Andrew Koji,Úrsula Corberó,Thriller Crime Mystery,snake eyes,Henry Golding Andrew Koji Úrsula Corberó Robert Schwentke Thriller Crime Mystery
M. Night Shyamalan,Gael García Bernal,Vicky Krieps,Rufus Sewell,Thriller Mystery Horror,old,Gael García Bernal Vicky Krieps Rufus Sewell M. Night Shyamalan Thriller Mystery Horror
Reinaldo Marcus Green,Mark Wahlberg,Reid Miller,Connie Britton,Drama,joe bell,Mark Wahlberg Reid Miller Connie Britton Reinaldo Marcus Green Drama
Tanya Wexler,Kate Beckinsale,Bobby Cannavale,Laverne Cox,Action Thriller,jolt,Kate Beckinsale Bobby Cannavale Laverne Cox Tanya Wexler Action Thriller
Randall Emmett,Megan Fox,Bruce Willis,Emile Hirsch,Crime Mystery Thriller Action,midnight in the switchgrass,Megan Fox Bruce Willis Emile Hirsch Randall Emmett Crime Mystery Thriller Action
Peter Sattler,Ben Platt,Lola Kirke,Yvette Nicole Brown,Drama,broken diamonds,Ben Platt Lola Kirke Yvette Nicole Brown Peter Sattler Drama
Ting Poo,Leo Scott,Ting Poo (directors); Val Kilmer,unknown,Horror Comedy,val,Leo Scott Ting Poo (directors); Val Kilmer unknown Ting Poo Horror Comedy
Jamila Wignot,Jamila Wignot (director),unknown,unknown,Documentary,ailey,Jamila Wignot (director) unknown unknown Jamila Wignot Documentary
Jaume Collet-Serra,Dwayne Johnson,Emily Blunt,Édgar Ramírez,Fantasy Adventure,jungle cruise,Dwayne Johnson Emily Blunt Édgar Ramírez Jaume Collet-Serra Fantasy Adventure
Tom McCarthy,Matt Damon,Camille Cottin,Abigail Breslin,Drama Crime Thriller,stillwater,Matt Damon Camille Cottin Abigail Breslin Tom McCarthy Drama Crime Thriller
David Lowery,Dev Patel,Alicia Vikander,Joel Edgerton,Adventure Drama Fantasy,the green knight,Dev Patel Alicia Vikander Joel Edgerton David Lowery Adventure Drama Fantasy
Edson Oda,Winston Duke,Zazie Beetz,Benedict Wong,Drama Fantasy,nine days,Winston Duke Zazie Beetz Benedict Wong Edson Oda Drama Fantasy
Donnell,Jake Johnson,D'Arcy Carden,J.K. Simmons,Comedy Drama,ride the eagle,Jake Johnson D'Arcy Carden J.K. Simmons Donnell Comedy Drama
Braden King,Philip Ettinger,Stacy Martin,Cosmo Jarvis,Drama,the evening hour,Philip Ettinger Stacy Martin Cosmo Jarvis Braden King Drama
Sabrina Doyle,Pablo Schreiber,Jena Malone,unknown,Drama,lorelei,Pablo Schreiber Jena Malone unknown Sabrina Doyle Drama
Sonia Kennebeck,Sonia Kennebeck (director),unknown,unknown,Documentary,enemies of the state,Sonia Kennebeck (director) unknown unknown Sonia Kennebeck Documentary
James Gunn,Idris Elba,Margot Robbie,John Cena,Action Comedy Adventure,the suicide squad,Idris Elba Margot Robbie John Cena James Gunn Action Comedy Adventure
Chase Palmer,John Boyega,Olivia Cooke,Bill Skarsgård,Crime Drama,naked singularity,John Boyega Olivia Cooke Bill Skarsgård Chase Palmer Crime Drama
Pascual Sisto,Charlie Shotwell,Michael C. Hall,Jennifer Ehle,Drama Thriller Horror,john and the hole,Charlie Shotwell Michael C. Hall Jennifer Ehle Pascual Sisto Drama Thriller Horror
Kirk DeMicco,Lin-Manuel Miranda,Ynairaly Simo,Zoe Saldana,Animation Family Comedy,vivo,Lin-Manuel Miranda Ynairaly Simo Zoe Saldana Kirk DeMicco Animation Family Comedy
Scott Brignac,Hannah Kasulka,Luke Benward,Jude Demorest,Comedy Drama,playing god,Hannah Kasulka Luke Benward Jude Demorest Scott Brignac Comedy Drama
Todd Stephens,Udo Kier,Jennifer Coolidge,Linda Evans,Comedy Drama,swan song,Udo Kier Jennifer Coolidge Linda Evans Todd Stephens Comedy Drama
Nick Cannon,Nick Cannon,Chris Brown,Jaliyuh Manuel,Drama,she ball,Nick Cannon Chris Brown Jaliyuh Manuel Nick Cannon Drama
Vince Marcello,Joey King,Joel Courtney,Jacob Elordi,Romance Comedy,the kissing booth 3,Joey King Joel Courtney Jacob Elordi Vince Marcello Romance Comedy
Peter Nicks,Peter Nicks (director),unknown,unknown,Documentary,homeroom,Peter Nicks (director) unknown unknown Peter Nicks Documentary
Shawn Levy,Ryan Reynolds,Jodie Comer,Lil Rel Howery,Comedy Adventure Science Fiction,free guy,Ryan Reynolds Jodie Comer Lil Rel Howery Shawn Levy Comedy Adventure Science Fiction
Liesl Tommy,Jennifer Hudson,Forest Whitaker,Marlon Wayans,Drama Music History,respect,Jennifer Hudson Forest Whitaker Marlon Wayans Liesl Tommy Drama Music History
Ferdinando Cito Filomarino,John David Washington,Boyd Holbrook,Vicky Krieps,Crime Mystery Thriller,beckett,John David Washington Boyd Holbrook Vicky Krieps Ferdinando Cito Filomarino Crime Mystery Thriller
Rodo Sayagues,Stephen Lang,Brendan Sexton III,Madelyn Grace,Thriller Horror,don't breathe 2,Stephen Lang Brendan Sexton III Madelyn Grace Rodo Sayagues Thriller Horror
Sian Heder,Emilia Jones,Eugenio Derbez,Troy Kotsur,Drama Music Romance,coda,Emilia Jones Eugenio Derbez Troy Kotsur Sian Heder Drama Music Romance
Nicholas Bruckman,Amanda Roddy (screenplay),unknown,unknown,Documentary,not going quietly,Amanda Roddy (screenplay) unknown unknown Nicholas Bruckman Documentary
Lisa Joy,Hugh Jackman,Rebecca Ferguson,Thandiwe Newton,Mystery Science Fiction,reminiscence,Hugh Jackman Rebecca Ferguson Thandiwe Newton Lisa Joy Mystery Science Fiction
Martin Campbell,Michael Keaton,Maggie Q,Samuel L. Jackson,Action Adventure Thriller,the protégé,Michael Keaton Maggie Q Samuel L. Jackson Martin Campbell Action Adventure Thriller
David Bruckner,Rebecca Hall,Sarah Goldberg,Evan Jonigkeit,Drama Horror Mystery Thriller,the night house,Rebecca Hall Sarah Goldberg Evan Jonigkeit David Bruckner Drama Horror Mystery Thriller
Dave Needham,Asher Bishop,David Tennant,Michelle Gomez,Animation Family Comedy Adventure Fantasy,the loud house movie,Asher Bishop David Tennant Michelle Gomez Dave Needham Animation Family Comedy Adventure Fantasy
Brian Andrew Mendoza,Jason Momoa,Isabela Merced,Manuel Garcia-Rulfo,Action Thriller Drama,sweet girl,Jason Momoa Isabela Merced Manuel Garcia-Rulfo Brian Andrew Mendoza Action Thriller Drama
Sean Penn,Dylan Penn,Sean Penn,Katheryn Winnick,Drama Thriller Crime,flag day,Dylan Penn Sean Penn Katheryn Winnick Sean Penn Drama Thriller Crime
Dash Shaw,Lake Bell,Michael Cera,Angeliki Papoulia,Animation Fantasy,cryptozoo,Lake Bell Michael Cera Angeliki Papoulia Dash Shaw Animation Fantasy
Janell Shirtcliff,Josie Ho,Bella Thorne,Gavin Rossdale,Crime Thriller Comedy,habit,Josie Ho Bella Thorne Gavin Rossdale Janell Shirtcliff Crime Thriller Comedy
Neill Blomkamp,Carly Pope,Chris William Martin,Michael Rogers,Drama Horror Science Fiction,demonic,Carly Pope Chris William Martin Michael Rogers Neill Blomkamp Drama Horror Science Fiction
Leos Carax,Adam Driver,Marion Cotillard,Simon Helberg,Drama Romance,annette,Adam Driver Marion Cotillard Simon Helberg Leos Carax Drama Romance
Eddie Arya,Caroline McQuade,Kenneth Trujillo,Wassim Hawat,Science Fiction Drama Thriller,risen,Caroline McQuade Kenneth Trujillo Wassim Hawat Eddie Arya Science Fiction Drama Thriller
Kwang Il Han,Theo James,Lara Pulver,Graham McTavish,Animation Action Fantasy,the witcher: nightmare of the wolf,Theo James Lara Pulver Graham McTavish Kwang Il Han Animation Action Fantasy
Angel Kristi Williams,Kofi Siriboe,Yootha Wong-Loi-Sing,Blair Underwood,Romance Drama,really love,Kofi Siriboe Yootha Wong-Loi-Sing Blair Underwood Angel Kristi Williams Romance Drama
Nia DaCosta,Yahya Abdul-Mateen II,Teyonah Parris,Nathan Stewart-Jarrett,Drama Horror Thriller,candyman,Yahya Abdul-Mateen II Teyonah Parris Nathan Stewart-Jarrett Nia DaCosta Drama Horror Thriller
Clay Tarver,John Cena,Lil Rel Howery,Yvonne Orji,Comedy,vacation friends,John Cena Lil Rel Howery Yvonne Orji Clay Tarver Comedy
Mark Waters,Addison Rae,Tanner Buchanan,Madison Pettis,Comedy Romance,he's all that,Addison Rae Tanner Buchanan Madison Pettis Mark Waters Comedy Romance
Amber Sealey,Elijah Wood,Luke Kirby,Aleksa Palladino,Crime Drama Thriller History,no man of god,Elijah Wood Luke Kirby Aleksa Palladino Amber Sealey Crime Drama Thriller History
Vibeke Muasya,Siobhan Fallon Hogan (screenplay),Siobhan Fallon Hogan,Robert Patrick,Mystery Thriller Horror Drama Crime,rushed,Siobhan Fallon Hogan (screenplay) Siobhan Fallon Hogan Robert Patrick Vibeke Muasya Mystery Thriller Horror Drama Crime
Stephen Herek,Victoria Justice,Midori Francis,Timothy Renouf,Fantasy Comedy Drama,afterlife of the party,Victoria Justice Midori Francis Timothy Renouf Stephen Herek Fantasy Comedy Drama
Destin Daniel Cretton,Simu Liu,Awkwafina,Meng'er Zhang,Action Adventure Fantasy,shang-chi and the legend of the ten rings,Simu Liu Awkwafina Meng'er Zhang Destin Daniel Cretton Action Adventure Fantasy
Kay Cannon,Camila Cabello,Idina Menzel,Nicholas Galitzine,Romance Fantasy Family Drama,cinderella,Camila Cabello Idina Menzel Nicholas Galitzine Kay Cannon Romance Fantasy Family Drama
Sara Colangelo,Michael Keaton,Stanley Tucci,Amy Ryan,History Drama,worth,Michael Keaton Stanley Tucci Amy Ryan Sara Colangelo History Drama
Michele Civetta,Shea Whigham,Olivia Munn,Frank Grillo,Science Fiction,the gateway,Shea Whigham Olivia Munn Frank Grillo Michele Civetta Science Fiction
Lyle Mitchell Corbine Jr.,Michael Greyeyes,Chaske Spencer,Jesse Eisenberg,Thriller Crime Drama,wild indian,Michael Greyeyes Chaske Spencer Jesse Eisenberg Lyle Mitchell Corbine Jr. Thriller Crime Drama
Grady,Sierra McCormick,Vinessa Shaw,Pat Healy,Horror Mystery,we need to do something,Sierra McCormick Vinessa Shaw Pat Healy Grady Horror Mystery
Cedric Nicolas-Troyan,Mary Elizabeth Winstead,Miku Martineau,Woody Harrelson,Action,kate,Mary Elizabeth Winstead Miku Martineau Woody Harrelson Cedric Nicolas-Troyan Action
Jonathan Butterell,Max Harwood,Sarah Lancashire,Lauren Patel,Drama Comedy,everybody's talking about jamie,Max Harwood Sarah Lancashire Lauren Patel Jonathan Butterell Drama Comedy
James Wan,Annabelle Wallis,Maddie Hasson,George Young,Horror Mystery,malignant,Annabelle Wallis Maddie Hasson George Young James Wan Horror Mystery
Gita Pullapilly,Kristen Bell,Kirby Howell-Baptiste,Paul Walter Hauser,Comedy Crime,queenpins,Kristen Bell Kirby Howell-Baptiste Paul Walter Hauser Gita Pullapilly Comedy Crime
Paul Schrader,Oscar Isaac,Tiffany Haddish,Tye Sheridan,Drama Thriller,the card counter,Oscar Isaac Tiffany Haddish Tye Sheridan Paul Schrader Drama Thriller
Christopher Ashley,Petrina Bromley,Jenn Colella,De'Lon Grant,Comedy Drama,come from away,Petrina Bromley Jenn Colella De'Lon Grant Christopher Ashley Comedy Drama
Michael Mohan,Sydney Sweeney,Justice Smith,Ben Hardy,Thriller,the voyeurs,Sydney Sweeney Justice Smith Ben Hardy Michael Mohan Thriller
John Pollono,Jon Bernthal,Shea Whigham,Jordana Spiro,Crime Drama Thriller,small engine repair,Jon Bernthal Shea Whigham Jordana Spiro John Pollono Crime Drama Thriller
Natalie Morales,Natalie Morales (director/screenplay),Mark Duplass (screenplay),Natalie Morales,Drama Comedy Romance,language lessons,Natalie Morales (director/screenplay) Mark Duplass (screenplay) Natalie Morales Natalie Morales Drama Comedy Romance
Rick Altizer,Sherman Smith,Tony Evans,Steven Kendrick,Documentary,show me the father,Sherman Smith Tony Evans Steven Kendrick Rick Altizer Documentary
Michael Feifer,Jay Pickett,Peter Facinelli,Tom Skerritt,Western Action,catch the bullet,Jay Pickett Peter Facinelli Tom Skerritt Michael Feifer Western Action
Desiree Connell,Zach Galligan,Derek Russo,Corey Taylor,Horror,bad candy,Zach Galligan Derek Russo Corey Taylor Desiree Connell Horror
Kevin T. Morales,Bridget McGarry,Victoria Leigh,Okieriete Onaodowan,Comedy Drama,generation wrecks,Bridget McGarry Victoria Leigh Okieriete Onaodowan Kevin T. Morales Comedy Drama
Christian Carion,James McAvoy,Claire Foy,Gary Lewis,Thriller Crime Drama,my son,James McAvoy Claire Foy Gary Lewis Christian Carion Thriller Crime Drama
David Yarovesky,Winslow Fegley,Lidya Jewett,Krysten Ritter,Fantasy Family Horror,nightbooks,Winslow Fegley Lidya Jewett Krysten Ritter David Yarovesky Fantasy Family Horror
Theodore Melfi,Melissa McCarthy,Chris O'Dowd,Timothy Olyphant,Drama,the starling,Melissa McCarthy Chris O'Dowd Timothy Olyphant Theodore Melfi Drama
Michael Showalter,Jessica Chastain,Andrew Garfield,Cherry Jones,Drama History,the eyes of tammy faye,Jessica Chastain Andrew Garfield Cherry Jones Michael Showalter Drama History
Clint Eastwood,Clint Eastwood,Dwight Yoakam,Eduardo Minett,Drama,cry macho,Clint Eastwood Dwight Yoakam Eduardo Minett Clint Eastwood Drama
Joe Carnahan,Gerard Butler,Frank Grillo,Alexis Louder,Thriller Crime Action,copshop,Gerard Butler Frank Grillo Alexis Louder Joe Carnahan Thriller Crime Action
Justin Chon,Justin Chon,Alicia Vikander,Mark O'Brien,Drama,blue bayou,Justin Chon Alicia Vikander Mark O'Brien Justin Chon Drama
Sion Sono,Nicolas Cage,Sofia Boutella,Bill Moseley,Action Fantasy Horror,prisoners of the ghostland,Nicolas Cage Sofia Boutella Bill Moseley Sion Sono Action Fantasy Horror
Lina Roessler,Michael Caine,Aubrey Plaza,Scott Speedman,Comedy Drama,best sellers,Michael Caine Aubrey Plaza Scott Speedman Lina Roessler Comedy Drama
Christian Long,Melanie Lynskey,Judy Greer,Justin Long,Comedy Fantasy,lady of the manor,Melanie Lynskey Judy Greer Justin Long Christian Long Comedy Fantasy
Bill Benz,Annie Clark,Carrie Brownstein,Dakota Johnson,Music Comedy Thriller,the nowhere inn,Annie Clark Carrie Brownstein Dakota Johnson Bill Benz Music Comedy Thriller
Julie Cohen,Betsy West,Julie Cohen (director); Talleah Bridges McMahon,Julie Cohen,Documentary,my name is pauli murray,Betsy West Julie Cohen (director); Talleah Bridges McMahon Julie Cohen Julie Cohen Documentary
David Midell,Frankie Faison,Steve O'Connell,Enrico Natale,Mystery Thriller Drama,the killing of kenneth chamberlain,Frankie Faison Steve O'Connell Enrico Natale David Midell Mystery Thriller Drama
Adam Salky,Freida Pinto,Logan Marshall-Green,Robert John Burke,Thriller Drama,intrusion,Freida Pinto Logan Marshall-Green Robert John Burke Adam Salky Thriller Drama
Jose Ucha,Vanessa Hudgens,Kimiko Glenn,James Marsden,Animation Family Fantasy Comedy Adventure,my little pony: a new generation,Vanessa Hudgens Kimiko Glenn James Marsden Jose Ucha Animation Family Fantasy Comedy Adventure
Stephen Chbosky,Ben Platt,Kaitlyn Dever,Amandla Stenberg,Drama,dear evan hansen,Ben Platt Kaitlyn Dever Amandla Stenberg Stephen Chbosky Drama
Antoine Fuqua,Jake Gyllenhaal,Ethan Hawke,Riley Keough,Drama Thriller,the guilty,Jake Gyllenhaal Ethan Hawke Riley Keough Antoine Fuqua Drama Thriller
Sarah Adina Smith,Kristine Froseth,Diana Silvers,Jacqueline Bisset,Drama,birds of paradise,Kristine Froseth Diana Silvers Jacqueline Bisset Sarah Adina Smith Drama
Castille Landon,Josephine Langford,Hero Fiennes Tiffin,Louise Lombard,Romance Drama,after we fell,Josephine Langford Hero Fiennes Tiffin Louise Lombard Castille Landon Romance Drama
Andy Serkis,Tom Hardy,Michelle Williams,Naomie Harris,Science Fiction Action Adventure,venom: let there be carnage,Tom Hardy Michelle Williams Naomie Harris Andy Serkis Science Fiction Action Adventure
Alan Taylor,Alessandro Nivola,Michael Gandolfini,Leslie Odom Jr.,Crime Drama,the many saints of newark,Alessandro Nivola Michael Gandolfini Leslie Odom Jr. Alan Taylor Crime Drama
Greg Tiernan,Oscar Isaac,Charlize Theron,Chloë Grace Moretz,Animation Family Comedy Fantasy Adventure,the addams family 2,Oscar Isaac Charlize Theron Chloë Grace Moretz Greg Tiernan Animation Family Comedy Fantasy Adventure
